ID,English,Hebrew,Arabic
4746,"turn out","להתברר","يتبين"
4747,"turn over","להפוך","يقلب"
4748,"turn red","להסמיק","يحمرّ"
4749,"turn right","לפנות ימינה","ينعطف يميناً"
4750,"turn up","להופיע","يظهر"
4751,"turtle (n)","צב","سلحفاة"
4752,"TV (n)","טלוויזיה","تلفزيون"
4753,"TV (television)","טלוויזיה","تلفزيون"
4754,"TV program","תוכנית טלוויזיה","برنامج تلفزيوني"
4755,"TV show","תוכנית טלוויזיה","عرض تلفزيوني"
4756,"twelve","שתים עשרה","إثنا عشر"
4757,"twenty","עשרים","عشرون"
4758,"twenty-two","עשרים ושתיים","إثنان وعشرون"
4759,"twice","פעמיים","مرتان"
4760,"twin (n)","תאום","توأم"
4761,"twins","תאומים","توأمان"
4762,"twist (n)","פיתול","لفة, إلتواء"
4763,"two","שניים, שתיים","إثنان"
4764,"two hundred and fifty","מאתיים חמישים","مائتان وخمسون"
4765,"Two-day","של יומיים","يومين، ذو يومين"
4766,"two-hour","בן שעתיים","يستغرق ساعتين"
4767,"type","סוג","نوع"
4768,"type (n)","סוג","نوع"
4769,"typical","אופייני","نموذجي, مثالي"
4770,"U.S.A.","ארצות הברית","الولايات المتحدة"
4771,"ugly","מכוער","قبيح"
4772,"ugly (adj)","מכוער","قبيح"
4773,"UK","בריטניה (המלכות המאוחדת)","المملكة المتّحدة (إنكلترا)"
4774,"umbrella (n)","מטרייה","مظلة, شمسية"
4775,"unable","לא יכול, לא מסוגל","غير قادر"
4776,"unaware","לא מודע","غير واعٍ"
4777,"unbelievable","לא ייאמן","لا يصدق"
4778,"uncle (n)","דוד","عم, خال"
4779,"unclean (adj)","לא נקי","غير نظيف"
4780,"unclear (adj)","לא ברור, לא ואחי","غير واضح"
4781,"uncomfortable","לא נוח","غير مريح"
4782,"unconnected","לא מקושר","غير موصول"
4783,"uncover (v)","לגלות, לחשוף","يكشف"
4784,"under","מתחת, מ תחת ל-","تحت"
4785,"underaged","קטין","قاصر"
4786,"undercook","לא מבושל מספיק","يطبخ أقل من اللازم"
4787,"undercover","סמוי","سري, متخفي"
4788,"underfed","סובל מתת-תזונה","يعاني من سوء التغذية"
4789,"underground","תת קרקעי, מחתרתי","تحت الأرض"
4790,"underline","להדגיש, קו תחתון","يضع خطاً تحت"
4791,"underline (v)","להדגיש","يضع خطاً تحت"
4792,"underpaid","מקבל שכר נמוך מדי","يتقاضى أقل مما يستحق"
4793,"undershirt","גופייה","قميص داخلي"
4794,"understand","להבין","يفهم"
4795,"understand (v)","להבין","يفهم"
4796,"understood (past tense of understand)","nan","nan"
4797,"underwater","מתחת למים","تحت الماء"
4798,"underweight","חסר משקל","ناقص الوزن"
4799,"undo (v)","לבטל","يتراجع"
4800,"unexciting (adj)","לא מרגש","غير مثير"
4801,"unexpected","לא צפוי","غير متوقع"
4802,"unfair (adj)","לא הוגן","غير عادل, غير منصف"
4803,"unfortunately","לצער, לרוע המזל","لسوء الحظ"
4804,"unfriendly","לא ידידותי","غير ودي"
4805,"unfriendly (adj)","לא ידידותי","غير ودي"
4806,"unhappy","לא מאושר","غير سعيد"
4807,"unhappy (adj)","עצוב, לא מאושר","غير سعيد, يائس"
4808,"unhealthy","לא בריא","غير صحي"
4809,"uniform","מדים, תלבושת אחידה","زي موحد"
4810,"uninterested (adj)","לא מעוניין, אדיש","غير مهتم, لامبالي"
4811,"unique","ייחודי, מיוחד","فريد"
4812,"unit (n)","יחידה","فصل, وحدة"
4813,"United States","ארצות הברית","الولايات المتحدة"
4814,"university (n)","אוניברסיטה","جامعة"
4815,"university education","השכלה אוניברסיטאית","تعليم جامعي"
4816,"unkind","לא נחמד","غير لطيف"
4817,"unless","אלא אם כן","ما لم, إلا إذا"
4818,"unlike","שלא כמו","على خلاف"
4819,"unlikely","לא סביר","غير محتمل"
4820,"unlock (v)","לפתוח (עם מפתח)","يفتح القفل"
4821,"unlucky (adj)","חסר מזל","غير محظوظ"
4822,"unnecessary","מיותר","غير ضروري"
4823,"unpleasant","לא נעים","غير سار"
4824,"unpopular (adj)","לא פופולרי","غير شعبي"
4825,"unprepared (adj)","לא מוכן","غير مستعد"
4826,"unsafe (adj)","לא בטוח, מסוכן","غير آمن"
4827,"unsuccessful (adj)","לא מצליח","فاشل, غير ناجح"
4828,"until","עד","حتى"
4829,"unusual (adj)","חריג","غير عادي, إستثنائي, شاذ"
4830,"up","למעלה","إلى الأعلى"
4831,"up to (adj)","מוכן ל-, עדכני","معدل لوقت الراهن"
4832,"up to me","תלוי בי","الأمر لي"
4833,"up-to-date","עדכני","حديث, محدّث"
4834,"upload","להעלות (קובץ)","يرفع (ملف)"
4835,"ups and downs","עליות וירידות","صعود وهبوط"
4836,"upset","מוטרד, עצבני","منزعج"
4837,"upset (adj)","מוטרד, נסער","منزعج, قلق"
4838,"upside-down","הפוך","مقلوب"
4839,"us","אותנו, לנו","لنا, إلينا"
4840,"USA","ארצות הברית","الولايات المتحدة"
4841,"use (n)","שימוש","إستعمال"
4842,"use (v)","להשתמש","يستعمل"
4843,"used","משומש, רגיל","إستعمل"
4844,"used to","נהג, היה רגיל ל-","كان معتاداً على"
4845,"used to be","היה פעם","كان في السابق"
4846,"useful","שימושי","مفيد"
4847,"useful (adj)","שימושי","مفيد"
4848,"usual","רגיל","عادي"
4849,"usually","בדרך כלל","عادة"
4850,"vacation (n)","חופשה","عطلة"
4851,"valley (n)","עמק","وادٍ, مرج"
4852,"valuable","יקר ערך","ثمين, قيّم"
4853,"valuable (adj)","יקר ערך","ثمين"
4854,"value (v)","להעריך","يقدر, يثمن"
4855,"vanilla","וניל","فانيليا"
4856,"vanilla ice cream","גלידת וניל","بوظة فانيليا"
4857,"variety","מגוון","تنوع"
4858,"various","מגוון, שונים","متنوع, مختلف"
4859,"vegetable","ירק","خضرة"
4860,"vegetables (n)","ירקות","خضروات"
4861,"vegetarian","צמחוני","نباتي"
4862,"vehicle (n)","כלי רכב","مركبة"
4863,"Venus","נוגה, כוכב","كوكب الزهرة"
4864,"verb","פועל","فعل"
4865,"verbs","פעלים","أفعال"
4866,"verse (n)","בית (של שיר)","بيت (قصيدة)"
4867,"very","מאוד","جداً"
4868,"vest (n)","אפודה","صدرية"
4869,"vet (n)","וטרינר","بيطري"
4870,"victim","קורבן","ضحية"
4871,"victory","ניצחון","إنتصار"
4872,"video","סרטון וידאו","فيلم فيديو"
4873,"video (n)","סרטון וידאו","فيلم فيديو"
4874,"view","נוף, תצפית","منظر, نظرة"
4875,"view (n)","נוף","منظر"
4876,"view (v)","לראות, לצפות","يشاهد"
4877,"villa (n)","וילה","فيلا"
4878,"village","כפר","قرية"
4879,"village (n)","כפר","قرية"
4880,"villain","נבל","شرير"
4881,"visit (n)","ביקור","زيارة"
4882,"visit (v)","לבקר","يزور"
4883,"visitor (n)","מבקר","زائر"
4884,"vocabulary","אוצר מילים","حصيلة المفردات"
4885,"voice","קול","صوت"
4886,"voice (n)","קול","صوت"
4887,"volleyball (n)","כדורעף","الكرة الطائرة"
4888,"volume","עוצמת קול","مستوى الصوت"
4889,"volunteer (n)","מתנדב","متطوع"
4890,"volunteer (v)","להתנדב","يتطوع"
4891,"vote","להצביע","يصوّت"
4892,"vote (n, v)","הצבעה, להצביע","تصويت, يصوّت"
4893,"vowel (n)","תנועה","حركة, حرف علة"
4894,"vowel letters","אותיות התנועה","أحرف العلّة (حركات)"
4895,"voyage","מסע ימי","رحلة بحرية"
4896,"wait (v)","לחכות, להמתין","ينتظر"
4897,"waiter","מלצר","نادل"
4898,"wake up (v)","להתעורר","يستيقظ"
4899,"Wales","ויילס","ويلز"
4900,"walk (n)","הליכה","مشي, رحلة قصيرة"
4901,"walk (v)","ללכת, להלך","يمشي"
4902,"walk about","לטייל","يتجول"
4903,"walkabout (n)","טיול רגלי ארוך","رحلة طويلة سيراً على الأقدام"
4904,"walked","הלך","مشى"
4905,"walkers (n)","הולכי רגל","المشاة"
4906,"walks","הולך","يمشي"
4907,"wall","קיר","جدار, حائط"
4908,"wall (n)","קיר","جدار, حائط"
4909,"wallet","ארנק","محفظة"
4910,"want (v)","לרצות","يريد"
4911,"wanted","רצה","أراد"
4912,"wants","רוצה","يريد"
4913,"war (n)","מלחמה","حرب"
4914,"warm (adj)","חם, חמים","حار, دافئ"
4915,"warm place","מקום חם","مكان دافئ"
4916,"warmer (adj) (warm)","יותר חם","أكثر دفئاً"
4917,"warn","להזהיר","يحذر"
4918,"was (be)","היה","كان، فعل مساعد بالماضي"
4919,"was (past tense of be)","היה","كان"
4920,"was born","נולד","ولد"
4921,"was missing (v)","נעדר","كان مفقوداً"
4922,"wash (v)","לכבס, לרחוץ, לשטוף","يغسل"
4923,"wash dishes","לשטוף כלים","يغسل الصحون (الأواني)"
4924,"wash face","לרחוץ את הפנים","يغسل الوجه"
4925,"wash hands","לרחוץ ידיים","يغسل اليدين"
4926,"Washington","וושינגטון","واشنطن"
4927,"wasn't","לא היה","لم يكن"
4928,"waste","בזבוז, לבזבז","إهدار, يهدر"
4929,"waste (n)","פסולת, שפכים","نفايات"
4930,"watch (n)","שעון יד","ساعة يد"
4931,"watch (v)","לצפות, להסתכל","يشاهد, يتفرج"
4932,"watch a show","לצפות בהצגה","يشاهد العرض"
4933,"watch out","להיזהר","إنتبه"
4934,"watch TV","לצפות בטלוויזיה","يشاهد التلفزيون"
4935,"watched","צפה","شاهد"
4936,"watching","צופה","يشاهد"
4937,"water (n)","מים","ماء"
4938,"water (v)","להשקות","يسقي"
4939,"water skiing (n)","סקי מים","تزلج على الماء"
4940,"watermelon","אבטיח","بطيخ"
4941,"wave (n)","גל","موجة"
4942,"wave (v)","לנופף","يلوّح"
4943,"way (n)","דרך, כיוון","طريق"
4944,"way of life","אורח חיים","نمط حياة, طريقة عيش"
4945,"ways","דרכים","طرق"
4946,"we","אנחנו","نحن"
4947,"We can meet ...","אנחנו יכולים להיפגש ...","يمكننا أن نلتقي ..."
4948,"weak (adj)","חלש","ضعيف"
4949,"weakness","חולשה","ضعف"
4950,"wealthy","עשיר","ثري"
4951,"weapon","נשק","سلاح"
4952,"wear","ללבוש","يلبس، يرتدي"
4953,"wear off","להתפוגג","يزول"
4954,"wear out","להתבלות","يبلى"
4955,"wears","לובש","يلبس"
4956,"weather (n)","מזג אוויר","طقس"
4957,"weatherman (n)","חזאי מזג אוויר","راصد جوي"
4958,"web link","קישור אינטרנט","رابط إنترنت"
4959,"webmaster (n)","מנהל אתר אינטרנט","موقع إنترنت"
4960,"webpage","דף אינטרנט","صفحة إنترنت"
4961,"website (n)","אתר אינטרנט","موقع إنترنت"
4962,"wedding","חתונה","حفل زفاف"
4963,"Wednesday","יום רביעי","يوم الأربعاء"
4964,"week (n)","שבוע","أسبوع"
4965,"weekend (n)","סוף שבוע","عطلة نهاية الأسبوع"
4966,"weekly","שבועי","أسبوعي"
4967,"weeks","שבועות","أسابيع"
4968,"weigh (v)","לשקול","يزن"
4969,"weigh the possibilities","לשקול את האפשרויות","يوزن الإحتمالات"
4970,"weight","משקל","وزن"
4971,"weight (n)","משקל","وزن"
4972,"weightlifting","הרמת משקולות","رفع الأثقال"
4973,"welcome","ברוכים הבאים","أهلاً وسهلاً"
4974,"well","טוב, בסדר","حسناً، جيّداً"
4975,"Well done!","כל הכבוד!","أحسنت!"
4976,"well-made","עשוי היטב","جيد الصنع, متقن الصنعة"
4977,"went (past tense of go)","nan","nan"
4978,"went home","הלך הביתה","ذهب إلى البيت"
4979,"were (be)","היו","كانوا، فعل مساعد بالماضي"
4980,"were (past tense of be)","nan","nan"
4981,"west","מערב","غرب"
4982,"western (adj)","מערבי","غربي"
4983,"wet (adj)","רטוב","مبلل"
4984,"wetsuit (n)","חליפת צלילה","بذلة غوص"
4985,"whale (n)","לוויתן","حوت"
4986,"what","מה, מה שלום","ما, ماذا"
4987,"What ...?","מה ...?","ما ...؟، ماذا ...؟"
4988,"What about ...?","מה בקשר ל-...?","ماذا بخصوص ...؟"
4989,"What about tomorrow?","מה בקשר למחר?","ماذا بالنسبة لغداً؟"
4990,"What day is it?","איזה יום היום?","أي يوم هذا؟"
4991,"What did you do last night?","מה עשית אמש?","ماذا فعلت البارحة؟"
4992,"What do you want ...?","מה אתה רוצה ...?","ماذا تريد ...؟"
4993,"What happened?","מה קרה?","ماذا حدث؟"
4994,"What is (something / someone) like?","איך נראה / מתנהג?","كيف يبدو (شيء / شخص) ما؟"
4995,"What is ... about?","על מה ש- ...?","عن ماذا ...؟"
4996,"What kind ...?","איזה סוג ...?","أيّ نوع ...؟"
4997,"What kind of ...?","איזה סוג של ...?","أيّ نوع من ...؟"
4998,"what time","מתי, באיזו שעה","أيّ وقت"
4999,"What time is your bus?","מתי האוטובוס שלך?","في أي ساعة باصك؟"
5000,"What would you like to order?","מה תרצה להזמין?","ماذا تود أن تطلب؟"
5001,"What would you like?","מה תרצה/תרצי?","ماذا تريد؟"
5002,"What's happening?","מה קורה?","ماذا يحدث؟"
5003,"What's it about?","על מה זה?","عن ماذا؟"
5004,"What's the matter with ...?","מה הבעיה עם ...?","ما خطب ...؟"
5005,"What's the matter?","מה הבעיה?","ما المشكلة؟"
5006,"What's the time?","מה השעה?","ما هي الساعة؟"
5007,"What's up?","מה נשמע?","ما الأخبار؟"
5008,"What's wrong with him?","מה לא בסדר איתו?","ما خطبه؟"
5009,"What's your name?","מה שמך?","ما إسمك؟"
5010,"whatever","כל מה שהוא","أي شيء ذلك"
5011,"wheel (n)","גלגל","عجلة"
5012,"wheelchair (n)","כיסא גלגלים","كرسي عجلات"
5013,"when","מתי, כש-","متى"
5014,"When's your birthday?","מתי יום ההולדת שלך?","متى عيد ميلادك؟"
